iter	RMSE
571	20.37861923
572	20.26650131
573	20.21010127
574	20.10826699
575	20.09693512
576	20.03133176
577	19.9387545
578	19.91906361
579	19.82728042
580	19.79619337
581	19.70329364
582	19.68534796
583	19.59959083
584	19.51619389
585	19.46391448
586	19.42653615
587	19.37161646
588	19.29859932
589	19.26664383
590	19.23776817
591	19.17337607
592	19.09087576
593	19.0772243
594	19.00830998
595	18.94928061
596	18.86692043
597	18.85211785
598	18.806808
599	18.71901334
600	18.6684675
601	18.59029015
602	18.49896045
603	18.41149901
604	18.33301859
605	18.23797555
606	18.17138201
607	18.09335222
608	18.02711311
609	17.94418685
610	17.87153385
611	17.76538811
612	17.69265023
613	17.63934893
614	17.59998687
615	17.54781927
616	17.44478894
617	17.3644536
618	17.33209657
619	17.27831128
620	17.19204968
621	17.14588959
622	17.06291763
623	16.96056534
624	16.91414329
625	16.86796802
626	16.79236211
627	16.76326551
628	16.74550424
629	16.67951414
630	16.63350513
631	16.6060312
632	16.52278868
633	16.42911968
634	16.33710849
635	16.26891984
636	16.21986894
637	16.15965883
638	16.08829219
639	16.01859759
640	15.95197015
641	15.86120363
642	15.78502771
643	15.73400841
644	15.71296362
645	15.64850886
646	15.62315392
647	15.61087067
648	15.5709767
649	15.55474889
650	15.49518575
651	15.41635163
652	15.40099036
653	15.34216225
654	15.29927938
655	15.25332666
656	15.21428412
657	15.14207394
658	15.0820435
659	15.01845254
660	14.99948282
661	14.98819611
662	14.96789633
663	14.93054687
664	14.89641375
665	14.83819522
666	14.82764953
667	14.79181797
668	14.73583819
669	14.66881321
670	14.6103865
671	14.53641255
672	14.45924056
673	14.40791318
674	14.3603418
675	14.32261468
676	14.27768512
677	14.23830423
678	14.18418688
679	14.13367422
680	14.09090701
681	14.02586345
682	13.96375426
683	13.8959904
684	13.86564397
685	13.80049952
686	13.74827547
687	13.69314125
688	13.6637082
689	13.60127289
690	13.56108253
691	13.54755338
692	13.52315583
693	13.46628292
694	13.44611708
695	13.4241915
696	13.38239589
697	13.33911281
698	13.29510333
699	13.23798647
700	13.19952112
701	13.11867153
702	13.07736533
703	13.03497508
704	12.98258597
705	12.95620613
706	12.91090713
707	12.83027717
708	12.80624853
709	12.77574046
710	12.72018488
711	12.66549924
712	12.62451345
713	12.6175756
714	12.57108924
715	12.53858582
716	12.49605716
717	12.43898168
718	12.37413224
719	12.34662005
720	12.27434384
721	12.22240965
722	12.18070572
723	12.17193837
724	12.1237091
725	12.08894414
726	12.05633708
727	12.01320994
728	12.00735773
729	11.9327238
730	11.89622859
731	11.85772627
732	11.80674803
733	11.77518154
734	11.76619852
735	11.7120378
736	11.64811046
737	11.63085494
738	11.57562563
739	11.52221255
740	11.4758248
741	11.42182243
742	11.36290593
743	11.31876973
744	11.27651106
745	11.25743246
746	11.24425366
747	11.19871726
748	11.16246254
749	11.12838958
750	11.0792155
751	11.06236708
752	11.00656033
753	10.97981772
754	10.92434048
755	10.86159058
756	10.81613219
757	10.78598982
758	10.71082727
759	10.65758714
760	10.61767167
761	10.61365992
762	10.56371967
763	10.55997732
764	10.5523685
765	10.5317506
766	10.48639178
767	10.4519981
768	10.40344606
769	10.37801859
770	10.32838991
771	10.30292157
772	10.28209728
773	10.2710764
774	10.2647918
775	10.20390902
776	10.15132894
777	10.09950302
778	10.06247093
779	10.03818713
780	10.01164864
781	9.969713988
782	9.940683284
783	9.907276037
784	9.858153388
785	9.849088465
786	9.816956901
787	9.804058604
788	9.772721463
789	9.72756596
790	9.72073077
791	9.660810095
792	9.634199548
793	9.603927917
794	9.551081683
795	9.535296437
796	9.520542407
797	9.490050135
798	9.434524267
799	9.39261
800	9.355000714
801	9.31586269
802	9.291525298
803	9.255979333
804	9.223568045
805	9.165660499
806	9.138637275
807	9.13152973
808	9.088231653
809	9.059733314
810	9.021380484
811	8.97228748
812	8.944924667
813	8.907818588
814	8.883117053
815	8.852591876
816	8.834575976
817	8.801788004
818	8.765073531
819	8.741923821
820	8.706503584
821	8.698538181
822	8.664418125
823	8.628196341
824	8.600901875
825	8.573250857
826	8.54314905
827	8.531303872
828	8.494185384
829	8.466748563
830	8.460168957
831	8.414105336
832	8.382757373
833	8.374765587
834	8.348122529
835	8.328454979
836	8.290105693
837	8.252865702
838	8.231456228
839	8.210300258
840	8.165900737
841	8.161000079
842	8.126441953
843	8.096216106
844	8.071648403
845	8.043897095
846	8.039311399
847	8.021101325
848	7.987048805
849	7.944417137
850	7.905067447
851	7.862883602
852	7.842912471
853	7.827197354
854	7.791867237
855	7.766410122
856	7.758148028
857	7.721457734
858	7.717747696
859	7.705885567
860	7.697897069
861	7.668141258
862	7.634048317
863	7.599228466
864	7.560143005
865	7.523408251
866	7.481306233
867	7.451600914
868	7.423990476
869	7.396181475
870	7.377079813
871	7.349737454
872	7.318222712
873	7.291691989
874	7.284618709
875	7.250153526
876	7.216829834
877	7.179256287
878	7.160727052
879	7.135044189
880	7.118750027
881	7.102459874
882	7.073765855
883	7.036966128
884	7.008168742
885	6.976110813
886	6.950605651
887	6.929778997
888	6.906905848
889	6.886919402
890	6.881425757
891	6.838076406
892	6.810687853
893	6.796023971
894	6.771852942
895	6.750016397
896	6.723160516
897	6.687630847
898	6.674649366
899	6.670375774
900	6.652882471
901	6.648515302
902	6.629585261
903	6.594375426
904	6.577347773
905	6.570156663
906	6.554777137
907	6.535548378
908	6.525877668
909	6.498714173
910	6.468790124
911	6.442658513
912	6.417490087
913	6.377826721
914	6.354971533
915	6.348791894
916	6.341124306
917	6.325616399
918	6.284163255
919	6.267765707
920	6.251606558
921	6.246298449
922	6.236269409
923	6.211338591
924	6.191026688
925	6.168670842
926	6.139342094
927	6.118590579
928	6.115604683
929	6.101712183
930	6.083722648
931	6.057612099
932	6.04578677
933	6.028219856
934	6.003191197
935	5.980436722
936	5.950716961
937	5.916175756
938	5.88713428
939	5.882604513
940	5.868052447
941	5.832956204
942	5.81338245
943	5.793087241
944	5.777533389
945	5.766202137
946	5.742780263
947	5.729318763
948	5.716730602
949	5.692230859
950	5.689315353
951	5.660040562
952	5.640609786
953	5.634792615
954	5.612661072
955	5.595751403
956	5.568534551
957	5.559763485
958	5.548234397
959	5.519786772
960	5.515607237
961	5.510157023
962	5.499577657
963	5.483622324
964	5.475808641
965	5.442720752
966	5.423026014
967	5.416858136
968	5.405719397
969	5.400052422
970	5.38904085
971	5.360082764
972	5.344534358
973	5.339288022
974	5.324222405
975	5.307533783
976	5.28780172
977	5.280234767
978	5.255311329
979	5.250676785
980	5.231373805
981	5.212213647
982	5.203030327
983	5.187775328
984	5.175935042
985	5.158383994
986	5.149695356
987	5.135853478
988	5.115405922
989	5.099280617
990	5.090821862
991	5.076037245
992	5.057753804
993	5.042919841
994	5.027434421
995	5.021892331
996	5.01148707
997	5.001346787
998	4.98318961
999	4.970476665
